"edge","distance","value"
0,0,1.64803606124405
0,0.00200400801603206,1.63922595764837
0,0.00400801603206413,1.64134163203027
0,0.00601202404809619,1.66743834097569
0,0.00801603206412826,1.6822114753572
0,0.0100200400801603,1.6876218578893
0,0.0120240480961924,1.68865558412059
0,0.0140280561122244,1.6935691925279
0,0.0160320641282565,1.69506015601094
0,0.0180360721442886,1.66755199964676
0,0.0200400801603206,1.60888743981123
0,0.0220440881763527,1.55885017698707
0,0.0240480961923848,1.51081795604154
0,0.0260521042084168,1.4458867203742
0,0.0280561122244489,1.37723085077955
0,0.030060120240481,1.32309181016763
0,0.032064128256513,1.29292516361178
0,0.0340681362725451,1.26403838578185
0,0.0360721442885771,1.23194633922099
0,0.0380761523046092,1.18251992282623
0,0.0400801603206413,1.13491113621517
0,0.0420841683366733,1.08408273712678
0,0.0440881763527054,1.03819984836975
0,0.0460921843687375,1.00233348120426
0,0.0480961923847695,0.979766323332412
0,0.0501002004008016,0.954304787306032
0,0.0521042084168337,0.932808372710644
0,0.0541082164328657,0.896082137373997
0,0.0561122244488978,0.848513483927403
0,0.0581162324649299,0.792692031007953
0,0.0601202404809619,0.713656492087601
0,0.062124248496994,0.633073589165494
0,0.064128256513026,0.559283488615551
0,0.0661322645290581,0.486777355202977
0,0.0681362725450902,0.425084958695765
0,0.0701402805611222,0.361876056113354
0,0.0721442885771543,0.287084062334109
0,0.0741482965931864,0.217626660112397
0,0.0761523046092184,0.14572158325796
0,0.0781563126252505,0.0905570486053259
0,0.0801603206412826,0.0385477657362566
0,0.0821643286573146,-0.00469673882698363
0,0.0841683366733467,-0.0401325127283805
0,0.0861723446893787,-0.0800189067741625
0,0.0881763527054108,-0.103679652348032
0,0.0901803607214429,-0.115138141594505
0,0.0921843687374749,-0.123112467198868
0,0.094188376753507,-0.127446686977044
0,0.0961923847695391,-0.12391830463289
0,0.0981963927855711,-0.117803872501645
0,0.100200400801603,-0.1412183146969
0,0.102204408817635,-0.167992472388748
0,0.104208416833667,-0.195642030769929
0,0.106212424849699,-0.220353808526977
0,0.108216432865731,-0.236929685301792
0,0.110220440881764,-0.236789550500417
0,0.112224448897796,-0.239854552840895
0,0.114228456913828,-0.231519956110781
0,0.11623246492986,-0.216726902574106
0,0.118236472945892,-0.191553963110035
0,0.120240480961924,-0.156032152347421
0,0.122244488977956,-0.113177062949556
0,0.124248496993988,-0.0814399038050131
0,0.12625250501002,-0.0553788737532718
0,0.128256513026052,-0.0250953114460589
0,0.130260521042084,-0.00456324225860982
0,0.132264529058116,0.00673102367048301
0,0.134268537074148,0.021551945638875
0,0.13627254509018,0.0444570149188519
0,0.138276553106212,0.0723719686379102
0,0.140280561122244,0.090826678438477
0,0.142284569138277,0.0947626877968635
0,0.144288577154309,0.110326887778564
0,0.146292585170341,0.131253786341793
0,0.148296593186373,0.152176809634022
0,0.150300601202405,0.170561703471772
0,0.152304609218437,0.175427360792152
0,0.154308617234469,0.182640039686213
0,0.156312625250501,0.188632432221992
0,0.158316633266533,0.191629344554462
0,0.160320641282565,0.202916716588338
0,0.162324649298597,0.223772424637626
0,0.164328657314629,0.258855941863977
0,0.166332665330661,0.290268295736993
0,0.168336673346693,0.324387419849528
0,0.170340681362725,0.371265269917272
0,0.172344689378757,0.407294161255861
0,0.17434869739479,0.429018317573145
0,0.176352705410822,0.435361964221004
0,0.178356713426854,0.423407101307055
0,0.180360721442886,0.40869714732556
0,0.182364729458918,0.40114572932344
0,0.18436873747495,0.407192288149949
0,0.186372745490982,0.425824582884619
0,0.188376753507014,0.435584443327532
0,0.190380761523046,0.459748835226989
0,0.192384769539078,0.480067225086282
0,0.19438877755511,0.497743708635856
0,0.196392785571142,0.509773185785185
0,0.198396793587174,0.518082291072906
0,0.200400801603206,0.526762599709462
0,0.202404809619238,0.535918703914328
0,0.204408817635271,0.543904365377041
0,0.206412825651303,0.551720141750016
0,0.208416833667335,0.553871618155516
0,0.210420841683367,0.548984283560054
0,0.212424849699399,0.526086721638075
0,0.214428857715431,0.495959963302772
0,0.216432865731463,0.461215651798719
0,0.218436873747495,0.453535058948174
0,0.220440881763527,0.439552648592511
0,0.222444889779559,0.423753037010876
0,0.224448897795591,0.394164478470171
0,0.226452905811623,0.347669271480218
0,0.228456913827655,0.301234649337079
0,0.230460921843687,0.248072259777425
0,0.232464929859719,0.195537559721945
0,0.234468937875751,0.142073856715199
0,0.236472945891784,0.084852913166291
0,0.238476953907816,0.0098001761967511
0,0.240480961923848,-0.0776437690945336
0,0.24248496993988,-0.160597141041907
0,0.244488977955912,-0.231733134371615
0,0.246492985971944,-0.301186782373345
0,0.248496993987976,-0.366932424896932
0,0.250501002004008,-0.41677688139645
0,0.25250501002004,-0.445641093710406
0,0.254509018036072,-0.479060341662842
0,0.256513026052104,-0.513733044042363
0,0.258517034068136,-0.533952936838303
0,0.260521042084168,-0.553652001942228
0,0.2625250501002,-0.573142600528517
0,0.264529058116232,-0.591645949282042
0,0.266533066132265,-0.617193985282124
0,0.268537074148297,-0.647035458446842
0,0.270541082164329,-0.675586569101519
0,0.272545090180361,-0.705592430085499
0,0.274549098196393,-0.722886268053713
0,0.276553106212425,-0.739979214336049
0,0.278557114228457,-0.760602650426243
0,0.280561122244489,-0.773234533227112
0,0.282565130260521,-0.79268876115178
0,0.284569138276553,-0.8131054229643
0,0.286573146292585,-0.846602365173377
0,0.288577154308617,-0.869462442099911
0,0.290581162324649,-0.889392593904435
0,0.292585170340681,-0.912283358619503
0,0.294589178356713,-0.946013582120038
0,0.296593186372745,-0.979725962213089
0,0.298597194388778,-1.01794332091604
0,0.30060120240481,-1.05978237079857
0,0.302605210420842,-1.08630194728938
0,0.304609218436874,-1.10810881814609
0,0.306613226452906,-1.1381878677487
0,0.308617234468938,-1.1661461221805
0,0.31062124248497,-1.19401550639178
0,0.312625250501002,-1.2137698519829
0,0.314629258517034,-1.21511435820732
0,0.316633266533066,-1.2209546261293
0,0.318637274549098,-1.22312276402927
0,0.32064128256513,-1.22168507325281
0,0.322645290581162,-1.20987308325034
0,0.324649298597194,-1.19734501537419
0,0.326653306613226,-1.17662632132886
0,0.328657314629259,-1.17091430539117
0,0.330661322645291,-1.152181872551
0,0.332665330661323,-1.12038334818855
0,0.334669338677355,-1.08861610727857
0,0.336673346693387,-1.07238841097022
0,0.338677354709419,-1.05349007022182
0,0.340681362725451,-1.02817418300177
0,0.342685370741483,-1.00214638930948
0,0.344689378757515,-0.975222066405315
0,0.346693386773547,-0.954324108173985
0,0.348697394789579,-0.931624743362303
0,0.350701402805611,-0.905486245679077
0,0.352705410821643,-0.882020619741949
0,0.354709418837675,-0.873006156905024
0,0.356713426853707,-0.860202625858654
0,0.358717434869739,-0.839945627963294
0,0.360721442885772,-0.826847119741549
0,0.362725450901804,-0.831584968177711
0,0.364729458917836,-0.837227023066192
0,0.366733466933868,-0.844375398488155
0,0.3687374749499,-0.848483264840258
0,0.370741482965932,-0.863411762984028
0,0.372745490981964,-0.889201424457003
0,0.374749498997996,-0.904059566598026
0,0.376753507014028,-0.910023748680077
0,0.37875751503006,-0.907683536390956
0,0.380761523046092,-0.885008574501035
0,0.382765531062124,-0.856762605294269
0,0.384769539078156,-0.848790072509038
0,0.386773547094188,-0.842357438407916
0,0.38877755511022,-0.822952487332998
0,0.390781563126252,-0.780504518864733
0,0.392785571142285,-0.748124829277557
0,0.394789579158317,-0.732020704691002
0,0.396793587174349,-0.726137458120959
0,0.398797595190381,-0.732052996175932
0,0.400801603206413,-0.745865046833328
